,0,1,2,3,4,5
0.03335529014660757,1,0,0,0,0,0
0.06671058029321514,1,0,0,0,0,0
0.10006587043982271,1,0,0,0,0,0
0.13342116058643028,1,0,0,0,0,0
0.16677645073303785,1,0,0,0,0,0
0.20013174087964541,1,0,0,0,0,0
0.23348703102625298,1,0,0,0,0,0
0.26684232117286055,1,0,0,0,0,0
0.30019761131946815,1,0,0,0,0,0
0.3335529014660757,1,0,0,0,0,0
0.3669081916126833,1,0,0,0,0,0
0.40026348175929083,1,0,0,0,0,0
0.4336187719058984,1,0,0,0,0,0
0.46697406205250597,1,0,0,0,0,0
0.5003293521991136,1,0,0,0,0,0
0.5336846423457211,1,0,0,0,0,0
0.5670399324923286,1,0,0,0,0,0
0.6003952226389363,1,0,0,0,0,0
0.6337505127855438,1,0,0,0,0,0
0.6671058029321514,1,0,0,0,0,0
0.7004610930787589,1,0,0,0,0,0
0.7338163832253666,1,0,0,0,0,0
0.7671716733719741,1,0,0,0,0,0
0.8005269635185817,1,0,0,0,0,0
0.8338822536651892,1,0,0,0,0,0
0.8672375438117969,1,0,0,0,0,0
0.9005928339584044,1,0,0,0,0,0
0.9339481241050119,1,0,0,0,0,0
0.9673034142516195,1,0,0,0,0,0
1.0006587043982271,1,0,0,0,0,0
1.0340139945448346,1,0,0,0,0,0
1.0673692846914422,1,0,0,0,0,0
1.1007245748380499,1,0,0,0,0,0
1.1340798649846573,1,0,0,0,0,0
1.167435155131265,1,0,0,0,0,0
1.2007904452778726,1,0,0,0,0,0
1.23414573542448,1,0,0,0,0,0
1.2675010255710877,1,0,0,0,0,0
1.300856315717695,1,0,0,0,0,0
1.3342116058643028,1,0,0,0,0,0
1.3675668960109104,1,0,0,0,0,0
1.4009221861575178,1,0,0,0,0,0
1.4342774763041255,1,0,0,0,0,0
1.4676327664507332,1,0,0,0,0,0
1.5009880565973406,1,0,0,0,0,0
1.5343433467439482,1,0,0,0,0,0
1.5676986368905559,1,0,0,0,0,0
1.6010539270371633,1,0,0,0,0,0
1.634409217183771,1,0,0,0,0,0
1.6677645073303784,1,0,0,0,0,0
1.701119797476986,1,0,0,0,0,0
1.7344750876235937,1,0,0,0,0,0
1.7678303777702011,1,0,0,0,0,0
1.8011856679168088,1,0,0,0,0,0
1.8345409580634164,1,0,0,0,0,0
1.8678962482100239,1,0,0,0,0,0
1.9012515383566315,1,0,0,0,0,0
1.934606828503239,1,0,0,0,0,0
1.9679621186498466,1,0,0,0,0,0
2.0013174087964543,1,0,0,0,0,0
2.0346726989430617,1,0,0,0,0,0
2.068027989089669,1,0,0,0,0,0
2.101383279236277,1,0,0,0,0,0
2.1347385693828844,1,0,0,0,0,0
2.168093859529492,1,0,0,0,0,0
2.2014491496760997,1,0,0,0,0,0
2.234804439822707,1,0,0,0,0,0
2.2681597299693146,1,0,0,0,0,0
2.3015150201159225,1,0,0,0,0,0
2.33487031026253,1,0,0,0,0,0
2.3682256004091373,1,0,0,0,0,0
2.401580890555745,1,0,0,0,0,0
2.4349361807023526,1,0,0,0,0,0
2.46829147084896,1,0,0,0,0,0
2.501646760995568,1,0,0,0,0,0
2.5350020511421754,1,0,0,0,0,0
2.568357341288783,1,0,0,0,0,0
2.60171263143539,1,0,0,0,0,0
2.635067921581998,1,0,0,0,0,0
2.6684232117286055,1,0,0,0,0,0
2.701778501875213,1,0,0,0,0,0
2.735133792021821,1,0,0,0,0,0
2.7684890821684283,1,0,0,0,0,0
2.8018443723150357,1,0,0,0,0,0
2.8351996624616436,1,0,0,0,0,0
2.868554952608251,1,0,0,0,0,0
2.9019102427548584,1,0,0,0,0,0
2.9352655329014663,1,0,0,0,0,0
2.9686208230480737,1,0,0,0,0,0
3.001976113194681,1,0,0,0,0,0
3.035331403341289,1,0,0,0,0,0
3.0686866934878965,1,0,0,0,0,0
3.102041983634504,1,0,0,0,0,0
3.1353972737811118,1,0,0,0,0,0
3.168752563927719,1,0,0,0,0,0
3.2021078540743266,1,0,0,0,0,0
3.235463144220934,1,0,0,0,0,0
3.268818434367542,1,0,0,0,0,0
3.3021737245141494,1,0,0,0,0,0
3.335529014660757,1,0,0,0,0,0
3.3688843048073647,1,0,0,0,0,0
3.402239594953972,1,0,0,0,0,0
3.4355948851005795,1,0,0,0,0,0
3.4689501752471874,1,0,0,0,0,0
3.502305465393795,1,0,0,0,0,0
3.5356607555404023,1,0,0,0,0,0
3.56901604568701,1,0,0,0,0,0
3.6023713358336176,1,0,0,0,0,0
3.635726625980225,1,0,0,0,0,0
3.669081916126833,1,0,0,0,0,0
3.7024372062734403,1,0,0,0,0,0
3.7357924964200477,1,0,0,0,0,0
3.769147786566655,1,0,0,0,0,0
3.802503076713263,1,0,0,0,0,0
3.8358583668598705,1,0,0,0,0,0
3.869213657006478,1,0,0,0,0,0
3.9025689471530858,1,0,0,0,0,0
3.935924237299693,1,0,0,0,0,0
3.9692795274463006,1,0,0,0,0,0
4.0026348175929085,1,0,0,0,0,0
4.035990107739516,1,0,0,0,0,0
4.069345397886123,1,0,0,0,0,0
4.102700688032731,1,0,0,0,0,0
4.136055978179338,1,0,0,0,0,0
4.1694112683259466,1,0,0,0,0,0
4.202766558472554,1,0,0,0,0,0
4.236121848619161,1,0,0,0,0,0
4.269477138765769,1,0,0,0,0,0
4.302832428912376,1,0,0,0,0,0
4.336187719058984,1,0,0,0,0,0
4.369543009205592,1,0,0,0,0,0
4.4028982993521995,1,0,0,0,0,0
4.436253589498807,1,0,0,0,0,0
4.469608879645414,1,0,0,0,0,0
4.502964169792022,1,0,0,0,0,0
4.536319459938629,1,0,0,0,0,0
4.569674750085237,1,0,0,0,0,0
4.603030040231845,1,0,0,0,0,0
4.636385330378452,1,0,0,0,0,0
4.66974062052506,1,0,0,0,0,0
4.703095910671667,1,0,0,0,0,0
4.736451200818275,1,0,0,0,0,0
4.769806490964882,1,0,0,0,0,0
4.80316178111149,1,0,0,0,0,0
4.836517071258098,1,0,0,0,0,0
4.869872361404705,1,0,0,0,0,0
4.903227651551313,1,0,0,0,0,0
4.93658294169792,1,0,0,0,0,0
4.9699382318445275,1,0,0,0,0,0
5.003293521991136,1,0,0,0,0,0
5.036648812137743,1,0,0,0,0,0
5.070004102284351,1,0,0,0,0,0
5.103359392430958,1,0,0,0,0,0
5.136714682577566,1,0,0,0,0,0
5.170069972724173,1,0,0,0,0,0
5.20342526287078,1,0,0,0,0,0
5.236780553017389,1,0,0,0,0,0
5.270135843163996,1,0,0,0,0,0
5.303491133310604,1,0,0,0,0,0
5.336846423457211,1,0,0,0,0,0
5.3702017136038185,1,0,0,0,0,0
5.403557003750426,1,0,0,0,0,0
5.436912293897034,1,0,0,0,0,0
5.470267584043642,1,0,0,0,0,0
5.503622874190249,1,0,0,0,0,0
5.5369781643368565,1,0,0,0,0,0
5.570333454483464,1,0,0,0,0,0
5.603688744630071,1,0,0,0,0,0
5.63704403477668,1,0,0,0,0,0
5.670399324923287,1,0,0,0,0,0
5.703754615069895,1,0,0,0,0,0
5.737109905216502,1,0,0,0,0,0
5.770465195363109,1,0,0,0,0,0
5.803820485509717,1,0,0,0,0,0
5.837175775656324,1,0,0,0,0,0
5.870531065802933,1,0,0,0,0,0
5.90388635594954,1,0,0,0,0,0
5.9372416460961475,1,0,0,0,0,0
5.970596936242755,1,0,0,0,0,0
6.003952226389362,1,0,0,0,0,0
6.03730751653597,1,0,0,0,0,0
6.070662806682578,1,0,0,0,0,0
6.1040180968291855,1,0,0,0,0,0
6.137373386975793,1,0,0,0,0,0
6.1707286771224,1,0,0,0,0,0
6.204083967269008,1,0,0,0,0,0
6.237439257415615,1,0,0,0,0,0
6.2707945475622235,1,0,0,0,0,0
6.304149837708831,1,0,0,0,0,0
6.337505127855438,1,0,0,0,0,0
6.370860418002046,1,0,0,0,0,0
6.404215708148653,1,0,0,0,0,0
6.437570998295261,1,0,0,0,0,0
6.470926288441868,1,0,0,0,0,0
6.504281578588476,1,0,0,0,0,0
6.537636868735084,1,0,0,0,0,0
6.570992158881691,1,0,0,0,0,0
6.604347449028299,1,0,0,0,0,0
6.637702739174906,1,0,0,0,0,0
6.671058029321514,1,0,0,0,0,0
6.704413319468122,1,0,0,0,0,0
6.737768609614729,1,0,0,0,0,0
6.771123899761337,1,0,0,0,0,0
6.804479189907944,1,0,0,0,0,0
6.837834480054552,1,0,0,0,0,0
6.871189770201159,1,0,0,0,0,0
6.9045450603477665,1,0,0,0,0,0
6.937900350494375,1,0,0,0,0,0
6.971255640640982,1,0,0,0,0,0
7.00461093078759,1,0,0,0,0,0
7.037966220934197,1,0,0,0,0,0
7.0713215110808045,1,0,0,0,0,0
7.104676801227412,1,0,0,0,0,0
7.13803209137402,1,0,0,0,0,0
7.171387381520628,1,0,0,0,0,0
7.204742671667235,1,0,0,0,0,0
7.238097961813843,1,0,0,0,0,0
7.27145325196045,1,0,0,0,0,0
7.304808542107057,1,0,0,0,0,0
7.338163832253666,1,0,0,0,0,0
7.371519122400273,1,0,0,0,0,0
7.404874412546881,1,0,0,0,0,0
7.438229702693488,1,0,0,0,0,0
7.4715849928400955,1,0,0,0,0,0
7.504940282986703,1,0,0,0,0,0
7.53829557313331,1,0,0,0,0,0
7.571650863279919,1,0,0,0,0,0
7.605006153426526,1,0,0,0,0,0
7.6383614435731335,1,0,0,0,0,0
7.671716733719741,1,0,0,0,0,0
7.705072023866348,1,0,0,0,0,0
7.738427314012956,1,0,0,0,0,0
7.771782604159564,1,0,0,0,0,0
7.8051378943061716,1,0,0,0,0,0
7.838493184452779,1,0,0,0,0,0
7.871848474599386,1,0,0,0,0,0
7.905203764745994,1,0,0,0,0,0
7.938559054892601,1,0,0,0,0,0
7.97191434503921,1,0,0,0,0,0
8.005269635185817,1,0,0,0,0,0
8.038624925332424,1,0,0,0,0,0
8.071980215479032,1,0,0,0,0,0
8.10533550562564,1,0,0,0,0,0
8.138690795772247,1,0,0,0,0,0
8.172046085918854,1,0,0,0,0,0
8.205401376065462,1,0,0,0,0,0
8.238756666212069,1,0,0,0,0,0
8.272111956358676,1,0,0,0,0,0
8.305467246505286,1,0,0,0,0,0
8.338822536651893,1,0,0,0,0,0
8.3721778267985,1,0,0,0,0,0
8.405533116945108,1,0,0,0,0,0
8.438888407091715,1,0,0,0,0,0
8.472243697238323,1,0,0,0,0,0
8.50559898738493,1,0,0,0,0,0
8.538954277531538,1,0,0,0,0,0
8.572309567678145,1,0,0,0,0,0
8.605664857824753,1,0,0,0,0,0
8.63902014797136,1,0,0,0,0,0
8.672375438117967,1,0,0,0,0,0
8.705730728264575,1,0,0,0,0,0
8.739086018411184,1,0,0,0,0,0
8.772441308557791,1,0,0,0,0,0
8.805796598704399,1,0,0,0,0,0
8.839151888851006,1,0,0,0,0,0
8.872507178997614,1,0,0,0,0,0
8.905862469144221,1,0,0,0,0,0
8.939217759290829,1,0,0,0,0,0
8.972573049437436,1,0,0,0,0,0
9.005928339584043,1,0,0,0,0,0
9.039283629730651,1,0,0,0,0,0
9.072638919877258,1,0,0,0,0,0
9.105994210023866,1,0,0,0,0,0
9.139349500170473,1,0,0,0,0,0
9.172704790317082,1,0,0,0,0,0
9.20606008046369,1,0,0,0,0,0
9.239415370610297,1,0,0,0,0,0
9.272770660756905,1,0,0,0,0,0
9.306125950903512,1,0,0,0,0,0
9.33948124105012,1,0,0,0,0,0
9.372836531196727,1,0,0,0,0,0
9.406191821343334,1,0,0,0,0,0
9.439547111489942,1,0,0,0,0,0
9.47290240163655,1,0,0,0,0,0
9.506257691783157,1,0,0,0,0,0
9.539612981929764,1,0,0,0,0,0
9.572968272076373,1,0,0,0,0,0
9.60632356222298,1,0,0,0,0,0
9.639678852369588,1,0,0,0,0,0
9.673034142516196,1,0,0,0,0,0
9.706389432662803,1,0,0,0,0,0
9.73974472280941,1,0,0,0,0,0
